资产名称,地市,区县,行业,本金/万元,利息/万元,担保方式,保证人,押品大类,押品子类,存放地市,区县,抵押品数量（单位）,抵押人,责任项目经理姓名,员工工号,责任项目经理联系方式,备注（资产包名称）
永寿县国土资源局,咸阳市,永寿县,其他,87.38,79,抵押,,办公用房,办公楼,咸阳市,永寿县,420平方米,永寿县国土资源局,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
永寿县国土资源局,咸阳市,永寿县,其他,87.38,79,抵押,,土地使用权,其他用地,咸阳市,永寿县,4000平方米,永寿县国土资源局,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
永寿县自来水管理站,咸阳市,永寿县,水利、环境和公共设施管理业,129.51,77.98,抵押,,办公用房,办公楼,咸阳市,永寿县,1932.7平方米,永寿县自来水管理站,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
长武县有线广播电视台,咸阳市,长武县,文化、体育和娱乐业,0,0.39,保证,长武县朝阳水电站,保证债权,保证债权,,,,,赵艳,yanzh,029-62220280,咸阳农行（永乾武彬）不良资产包
靖边县丰嘉大厦有限公司,榆林市,靖边县,批发和零售业,1908.96,59.07,抵押+保证,袁生江、李东旭、王彦青、冯玉琳,商业用房,宾馆酒店,榆林市,靖边县,12239.53平方米,靖边县丰嘉大厦有限公司,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
靖边县宝德贸易有限公司,榆林市,靖边县,工业,2286.33,50.62,抵押+保证,刘飞、刘燕,商业用房,宾馆酒店,榆林市,靖边县,3811.52平方米,刘飞,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
定边县福之业商贸有限责任公司,榆林市,定边县,批发和零售业,1419.09,29.16,抵押+保证,孙国华、张睿,商业用房,宾馆酒店,榆林市,定边县,4603.83平方米,孙国华,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
靖边县莱德实业有限公司,榆林市,靖边县,工业,1342.57,55.25,抵押+保证,孔令茂、田步梅、孔令宏、高瑞梅,商业用房,宾馆酒店,榆林市,靖边县,2454.41平方米,孔令宏,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
靖边县莱德实业有限公司,榆林市,靖边县,工业,1342.57,55.25,抵押+保证,孔令茂、田步梅、孔令宏、高瑞梅,商业用房,商铺、商场,榆林市,靖边县,1859.42平方米,王廷俊,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
绥德县海龙商贸有限公司,榆林市,绥德县,批发和零售业,1990,47.93,抵押+保证,李增光、李海龙、白媛、李红,商业用房,宾馆酒店,榆林市,绥德县,4341.92平方米,李增光,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
榆林市天佑工贸有限责任公司,榆林市,米脂县,批发和零售业,1265,36.1,抵押+保证,高雄、贺玲玲、姜河、宫跃革,商业用房,宾馆酒店,榆林市,米脂县,2612.4平方米,高雄、贺玲玲、白成岗、姜莉娜,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
靖边县星盛商贸有限责任公司,榆林市,靖边县,批发和零售业,1950,52.33,抵押+保证,贺治东、贺国浩,商业用房,宾馆酒店,榆林市,靖边县,6303.21平方米,靖边县星盛商贸有限责任公司,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
榆林市弘信商贸有限公司,榆林市,榆阳区,批发和零售业,1400,31.88,抵押+保证,艾晓伟、高雪雁,商业用房,其他商业用房,榆林市,榆阳区,648.88平方米,米脂县古银州服装工艺厂,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
榆林市弘信商贸有限公司,榆林市,榆阳区,批发和零售业,1400,31.88,抵押+保证,艾晓伟、高雪雁,土地使用权,办公用地,榆林市,榆阳区,3188.05平方米,米脂县古银州服装工艺厂,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
榆林市弘信商贸有限公司,榆林市,榆阳区,批发和零售业,1400,31.88,抵押+保证,艾晓伟、高雪雁,商业用房,宾馆酒店,榆林市,榆阳区,889.08平方米,高岐,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
榆林市鑫星商贸有限责任公司,榆林市,神木市,批发和零售业,2500,1290.2,保证,神木县诚瑞鑫商贸有限责任公司、王鲜、王保平,保证债权,保证债权,,,,,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
榆林市万隆物流服务有限公司,榆林市,榆阳区,交通运输、仓储和邮政业,1795,70.4,保证,榆林市昌建智能化综合停车场有限公司、榆林市兴亚集团建筑工程有限公司、柳彦霞、李钢宝,保证债权,保证债权,,,,,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
陕西稼丰农资集团有限责任公司,渭南市,蒲城县,批发和零售业,500,25.96,抵押+保证,赵渭乐、王永丽,土地使用权,工业用地,渭南市,蒲城县,8909平方米,陕西稼丰农资集团有限责任公司,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
陕西稼丰农资集团有限责任公司,渭南市,蒲城县,批发和零售业,500,25.96,抵押+保证,赵渭乐、王永丽,工业用房,仓储,渭南市,蒲城县,2261.95平方米,陕西稼丰农资集团有限责任公司,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
陕西稼丰农资集团有限责任公司,渭南市,蒲城县,批发和零售业,500,25.96,抵押+保证,赵渭乐、王永丽,工业用房,仓储,渭南市,蒲城县,52.87平方米,陕西稼丰农资集团有限责任公司,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
神木县浩泉化工有限责任公司,榆林市,神木市,工业,2699.94,143.28,抵押+保证,神木县三道峁煤矿、孙杰,居住用房,别墅,榆林市,神木市,235.15平方米,孙杰,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
神木县浩泉化工有限责任公司,榆林市,神木市,工业,2699.94,143.28,抵押+保证,神木县三道峁煤矿、孙杰,商业用房,其他商业用房,榆林市,神木市,1212.98平方米,孙杰,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
神木县威海煤业有限责任公司,榆林市,神木市,工业,1300,594.39,抵押+保证,神木县邦尼尔煤炭有限公司、何德江、何德军、杨爱平、王清利、王军,办公用房,办公楼,榆林市,神木市,1562.21平方米,神木县威海煤业有限责任公司,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
神木县威海煤业有限责任公司,榆林市,神木市,工业,1300,594.39,抵押+保证,神木县邦尼尔煤炭有限公司、何德江、何德军、杨爱平、王清利、王军,土地使用权,工业用地,榆林市,神木市,26666.9平方米,神木县威海煤业有限责任公司,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
榆林市塞上腾飞商贸有限公司,榆林市,神木市,批发和零售业,628.8,235.8,抵押+质押+保证,榆林市东平煤炭运销有限公司、侯智慧、刘伟利、高刚、乔建刚、叶胜军,居住用房,普通商品用房,榆林市,神木市,110.64平方米,侯智慧,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
榆林市塞上腾飞商贸有限公司,榆林市,神木市,批发和零售业,628.8,235.8,抵押+质押+保证,榆林市东平煤炭运销有限公司、侯智慧、刘伟利、高刚、乔建刚、叶胜军,居住用房,普通商品用房,榆林市,神木市,121.4平方米,侯智慧,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
榆林市塞上腾飞商贸有限公司,榆林市,神木市,批发和零售业,628.8,235.8,抵押+质押+保证,榆林市东平煤炭运销有限公司、侯智慧、刘伟利、高刚、乔建刚、叶胜军,居住用房,普通商品用房,榆林市,神木市,79.38平方米,郝德亮,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
榆林市塞上腾飞商贸有限公司,榆林市,神木市,批发和零售业,628.8,235.8,抵押+质押+保证,榆林市东平煤炭运销有限公司、侯智慧、刘伟利、高刚、乔建刚、叶胜军,居住用房,普通商品用房,榆林市,神木市,84.96平方米,郝建斌,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
榆林市塞上腾飞商贸有限公司,榆林市,神木市,批发和零售业,628.8,235.8,抵押+质押+保证,榆林市东平煤炭运销有限公司、侯智慧、刘伟利、高刚、乔建刚、叶胜军,应收款项,交易类应收账款,榆林市,神木市,2013.01.01-2015.12.31对神木县汇兴矿业有限公司、神木县惠博联煤炭运销有限责任公司的全部应收账款,榆林市塞上腾飞商贸有限公司,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
榆林市塞上腾飞商贸有限公司,榆林市,神木市,批发和零售业,628.8,235.8,抵押+质押+保证,榆林市东平煤炭运销有限公司、侯智慧、刘伟利、高刚、乔建刚、叶胜军,应收款项,交易类应收账款,榆林市,神木市,2014.01.01-2015.12.31对神木县汇兴矿业有限公司、神木县惠博联煤炭运销有限责任公司的全部应收账款,榆林市塞上腾飞商贸有限公司,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
神木县巨腾商贸有限公司,榆林市,神木市,批发和零售业,500,12.87,抵押+保证,神木县瑶镇乡黄土庙煤矿、刘银娥,居住用房,别墅,西安市,雁塔区,537.73平方米,刘引孝,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
韩城市万兴煤焦有限责任公司,渭南市,韩城市,工业,1785.56,218.63,抵押+保证,韩城市金鹏煤焦有限责任公司、曹宏博、张连丽、张怀金,居住用房,别墅,西安市,雁塔区,243.02平方米,曹宏博（抵押物在广西壮族自治区北海市）,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
韩城市万兴煤焦有限责任公司,渭南市,韩城市,工业,1785.56,218.63,抵押+保证,韩城市金鹏煤焦有限责任公司、曹宏博、张连丽、张怀金,居住用房,普通商品用房,西安市,雁塔区,135.34平方米,张连丽,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
榆林市天鹅海则商贸有限公司,榆林市,榆阳区,批发和零售业,4387.48,0,抵押+保证,刘振华、刘永华、王广华,商业用房,宾馆酒店,榆林市,榆阳区,12716.37平方米,榆林市榆兴置业有限公司,秦金平,jpqin,029-62220291,浦发银行2017年4季度资产包
榆林市泰丰商贸有限责任公司,榆林市,榆阳区,批发和零售业,4341.29,0,抵押+保证,尚亮榆、尚建国,办公用房,办公楼,榆林市,榆阳区,4248.67平方米,陕西榆林兴泰房地产开发有限公司,秦金平,jpqin,029-62220291,浦发银行2017年4季度资产包
榆林恒源利尔新型建材科技有限公司,榆林市,榆阳区,工业,2517.09,0,抵押+保证,王文成、王利萍,土地使用权,工业用地,榆林市,榆阳区,65273平方米,榆林恒源利尔新型建材科技有限公司,秦金平,jpqin,029-62220291,浦发银行2017年4季度资产包
陕西榆林榆阳区三台界煤矿,榆林市,榆阳区,工业,5499.43,0,质押+保证,神木县瑶镇乡黄土庙煤矿、刘银娥、王润榆、刘孝福,股票或股权,非上市公司股票（权）,榆林市,神木市,陕西省神木银丰陶瓷有限责任公司48%的股权,陕西银潮矿业集团有限公司,秦金平,jpqin,029-62220291,浦发银行2017年4季度资产包
神木县华信商贸有限公司,榆林市,神木市,批发和零售业,2994.95,1487.49,保证,神木县正北精煤有限公司、王震、张伟、张彦龙,保证债权,保证债权,,,,,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
神木县金硕商贸有限责任公司,榆林市,神木市,批发和零售业,3750,1648.48,保证,陕西银潮矿业集团有限公司、榆林市源运昌商贸有限公司、刘保卫、刘海军、李克明,保证债权,保证债权,,,,,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
榆林市久泰能源有限责任公司,榆林市,榆阳区,工业,4730,1957.47,保证,神木县元祥能源开发有限公司、陕西银潮矿业集团有限公司、白忠科、周志龙、刘海军,保证债权,保证债权,,,,,秦金平,jpqin,029-62220291,工行总行直营批量转让66户项目
府谷县安馨园交通建筑工程有限公司,榆林市,府谷县,建筑业,1500,197.48,保证,神木县隆岩煤业有限公司、高在清,保证债权,保证债权,,,,,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
府谷县金川镁业有限责任公司,榆林市,府谷县,工业,3000,31,保证,府谷县福庆煤矿有限公司、府谷县呈兴特种合金有限责任公司、王爱军、李金狮、,保证债权,保证债权,,,,,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
府谷县葵源贸易有限公司,榆林市,府谷县,批发和零售业,1000,34.58,保证,府谷县晟开商贸有限公司、府谷县福庆煤矿有限公司、高海军、高边亮,保证债权,保证债权,,,,,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
榆林市成功建工有限责任公司,榆林市,榆阳区,房地产建筑施工,2980,146.9,保证,榆林市凤城路桥工程有限公司、榆林市通达路桥建设集团有限公司、高树天、折恒康、谢志伟、余社明、高文波,保证债权,保证债权,,,,,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
榆林市金华建筑工程有限公司,榆林市,榆阳区,建筑业,944.98,164.32,保证,陕西圣邦实业有限公司、王飞、刘建成,保证债权,保证债权,,,,,秦金平,jpqin,029-62220291,浦发银行西安分行稼丰农资13户包
神木县瑶镇乡黄土庙煤矿,榆林市,神木市,工业,6997.46,467.58,保证,陕西榆林榆阳区三台界煤矿、榆林市永安矿山设备制造有限责任公司、刘银娥、刘引孝、刘忠孝,保证债权,保证债权,,,,,秦金平,jpqin,029-62220291,浦发银行2017年4季度资产包
榆林市鑫盈商贸有限责任公司,榆林市,榆阳区,批发和零售业,2199.19,109.68,保证,榆林市高老庄商城有限公司、榆林市鑫乐商贸有限责任公司、榆林市八亿电子科技有限公司、高彦娥、高焕霞、刘建林、尤利娥,保证债权,保证债权,,,,,秦金平,jpqin,029-62220291,浦发银行2017年4季度资产包
榆林市西北化工有限公司,榆林市,榆阳区,批发和零售业,4999.18,438.27,保证,榆林市煤炭科技开发有限公司、王应儒、孟二郎,保证债权,保证债权,,,,,秦金平,jpqin,029-62220291,浦发银行2017年4季度资产包
